id_onada,onada,vpdef,dia_Enquesta,mes_enquesta,provincia,p46,zones específiques,sexe,edat_m,edat_rec,fills,sit_lab,dies_sortida,dies_sortida_m,p25_1Treballar,p25_2comprar,p25_3gos,p25_4tabac,p25_5premsa,p25_6cura_persones,p25_7metge,p25_8compra_familiar,p25_9alimentar,p25_11passejarfills,p25_97altres,p25_99nc,p23_1_nerviós,p23_2_irritat,p23_3_alegre,p23_4_melancolic,p23_5_tens,p23_6_optimista,p23_7_desanimat,p23_8_enutjat,p23_9_ansios,p23_10_apagat,p23_11_molest,p23_12_animat,p23_13_intranquil,p23_14_enfadat,p23_15_content,p23_16_trist,E1,E2,E3,E4,p31_1,p31_2,p31_3,p31_4,p32_1,p32_2,p32_3,p32_4,dies_m,dies_rec
30104,3,0.117264973291941,3,4,Tarragona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Dona,46,46-65 anys,Sí,Funcionari/ària,1 dia,1,No,Surt de casa Per anar a comprar coses bàsiques,No,No,No,No,No,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Poc,Bastant,Bastant,Bastant,Poc,Bastant,Bastant,Bastant,30,Fins 30 dies
30105,3,3.45345110990317,3,4,Barcelona,Municipi de més de 100.000 habitants,Resta,Dona,53,46-65 anys,Sí,Treballador/a amb contracte fixe,1 dia,1,No,Surt de casa Per anar a comprar coses bàsiques,No,No,No,No,No,Surt de casa Per fer la compra per un familiar/conegut,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Bastant,Bastant,Bastant,Bastant,Molt,Molt,Bastant,Bastant,30,Fins 30 dies
30106,3,3.45345110990317,3,4,Barcelona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Dona,52,46-65 anys,Sí,Funcionari/ària,1 dia,1,No,Surt de casa Per anar a comprar coses bàsiques,No,No,No,No,No,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Poc,Bastant,Bastant,Bastant,Bastant,Bastant,Bastant,Bastant,50,46-60 dies
30107,3,0.240611317275392,3,4,Tarragona,Municipi d’entre 5.001 i 10.000 habitants,Resta,Home,55,46-65 anys,Sí,Autònom/a,Cada dia (els 7 dies),7,No,Surt de casa Per anar a comprar coses bàsiques,No,No,No,Surt de casa Per anar a cuidar una persona dependent,No,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Bastant,Molt,Bastant,Molt,Bastant,Bastant,Poc,Bastant,25,Fins 30 dies
30108,3,0.264458270401517,3,4,Tarragona,Municipi d’entre 5.001 i 10.000 habitants,Resta,Dona,33,31-45 anys,No,Funcionari/ària,Cada dia (els 7 dies),7,No,Surt de casa Per anar a comprar coses bàsiques,Surt de casa Per anar a passejar al gos,No,No,No,No,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Gens,Bastant,Bastant,Bastant,Gens,Poc,Poc,Bastant,25,Fins 30 dies
30109,3,0.117264973291941,3,4,Tarragona,Municipi de més de 100.000 habitants,Resta,Dona,49,46-65 anys,Sí,Treballador/a amb contracte fixe,1 dia,1,No,Surt de casa Per anar a comprar coses bàsiques,No,No,No,No,No,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Poc,Bastant,Bastant,Molt,Poc,Poc,Bastant,Molt,21,Fins 30 dies
30110,3,3.45345110990317,3,4,Barcelona,Municipi d’entre 1.000 i 5.000 habitants,Resta,Dona,69,+65 anys,Sí,Jubilat/da o pensionista,No he sortit cap dia,0,No,No,No,No,No,No,No,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Bastant,Poc,Poc,Molt,Bastant,Bastant,Bastant,Molt,30,Fins 30 dies
30111,3,1.72848659494412,3,4,Girona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Home,65,46-65 anys,No,Jubilat/da o pensionista,3 dies,3,No,No,Surt de casa Per anar a passejar al gos,No,No,No,No,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Molt,Molt,Molt,Molt,Bastant,Poc,Bastant,Molt,30,Fins 30 dies
30112,3,0.307692062567534,3,4,Tarragona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Dona,58,46-65 anys,Sí,Funcionari/ària,1 dia,1,No,Surt de casa Per anar a comprar coses bàsiques,No,No,No,No,No,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Poc,Bastant,Poc,Molt,Poc,Poc,Poc,Molt,20,Fins 30 dies
30113,3,0.307692062567534,3,4,Tarragona,Municipi d’entre 1.000 i 5.000 habitants,Resta,Dona,54,46-65 anys,No,Treballador/a amb contracte temporal,No he sortit cap dia,0,No,No,No,No,No,No,No,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Gens,Gens,Gens,Molt,Gens,Gens,Gens,Molt,30,Fins 30 dies
30114,3,0.240611317275392,3,4,Tarragona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Home,70,+65 anys,No,Jubilat/da o pensionista,1 dia,1,No,Surt de casa Per anar a comprar coses bàsiques,No,No,No,No,No,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Poc,Bastant,Bastant,Poc,Poc,Bastant,Bastant,Poc,30,Fins 30 dies
30115,3,0.054588796180253,3,4,Lleida,Municipi d’entre 1.000 i 5.000 habitants,Torrefarrera,Dona,34,31-45 anys,Sí,Treballador/a amb contracte fixe,6 dies,6,Surt de casa Per anar a treballar,No,No,No,No,No,No,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Bastant,Bastant,Bastant,Bastant,Bastant,Molt,Molt,Bastant,30,Fins 30 dies
30116,3,0.229014804500527,3,4,Tarragona,Municipi de més de 100.000 habitants,Resta,Home,40,31-45 anys,Sí,Treballador/a amb contracte fixe,No he sortit cap dia,0,No,No,No,No,No,No,No,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Poc,Bastant,Poc,Molt,Poc,Poc,Poc,Molt,45,31-45 dies
30117,3,2.96820691382229,3,4,Barcelona,Municipi d’entre 5.001 i 10.000 habitants,Resta,Dona,35,31-45 anys,No,Treballador/a amb contracte fixe,1 dia,1,No,Surt de casa Per anar a comprar coses bàsiques,No,No,No,No,No,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Bastant,Bastant,Bastant,Bastant,Poc,Poc,Poc,Bastant,30,Fins 30 dies
30118,3,0.080769166423978,3,4,Tarragona,Municipi d’entre 10.001 i 100.000 habitants,Amposta,Dona,65,46-65 anys,No,Jubilat/da o pensionista,1 dia,1,No,Surt de casa Per anar a comprar coses bàsiques,No,No,No,No,No,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Bastant,Bastant,Bastant,Bastant,Bastant,Bastant,Poc,Molt,45,31-45 dies
30119,3,0.030782055489135,3,4,Tarragona,Municipi d’entre 10.001 i 100.000 habitants,Amposta,Dona,40,31-45 anys,Sí,Treballador/a amb contracte fixe,1 dia,1,Surt de casa Per anar a treballar,Surt de casa Per anar a comprar coses bàsiques,No,No,No,No,No,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Bastant,Molt,Molt,Molt,Bastant,Bastant,Bastant,Bastant,45,31-45 dies
30120,3,0.229014804500527,3,4,Tarragona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Home,49,46-65 anys,Sí,Treballador/a amb contracte fixe,3 dies,3,Surt de casa Per anar a treballar,No,No,No,No,Surt de casa Per anar a cuidar una persona dependent,No,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Poc,Bastant,Bastant,Bastant,Poc,Bastant,Bastant,Bastant,45,31-45 dies
30121,3,0.240611317275392,3,4,Tarragona,Municipi de menys de 1.000 habitants,Resta,Home,51,46-65 anys,Sí,Treballador/a amb contracte fixe,1 dia,1,No,Surt de casa Per anar a comprar coses bàsiques,Surt de casa Per anar a passejar al gos,No,No,No,No,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Poc,Poc,Poc,Bastant,Poc,Bastant,Bastant,Molt,25,Fins 30 dies
30122,3,0.240611317275392,3,4,Tarragona,Municipi d’entre 1.000 i 5.000 habitants,Resta,Home,69,+65 anys,No,Jubilat/da o pensionista,Cada dia (els 7 dies),7,No,Surt de casa Per anar a comprar coses bàsiques,Surt de casa Per anar a passejar al gos,No,No,No,No,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Poc,Bastant,Bastant,Bastant,Poc,Bastant,Bastant,Bastant,90,Més de 60 dies
30123,3,2.70055526868715,3,4,Barcelona,Municipi d’entre 5.001 i 10.000 habitants,Resta,Home,60,46-65 anys,No,Jubilat/da o pensionista,1 dia,1,No,No,No,No,No,No,Surt de casa Per una visita o tractament mèdic,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Poc,Poc,Poc,Poc,Gens,Gens,Poc,Poc,30,Fins 30 dies
30124,3,0.080769166423978,3,4,Tarragona,Municipi d’entre 10.001 i 100.000 habitants,Amposta,Dona,57,46-65 anys,No,Funcionari/ària,2 dies,2,No,Surt de casa Per anar a comprar coses bàsiques,No,No,No,No,No,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Poc,Bastant,Bastant,Molt,Poc,Bastant,Bastant,Molt,30,Fins 30 dies
30125,3,3.45345110990317,3,4,Barcelona,Municipi de més de 100.000 habitants,Resta,Dona,54,46-65 anys,No,Aturat/da,6 dies,6,No,No,No,No,No,Surt de casa Per anar a cuidar una persona dependent,No,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Bastant,Bastant,Bastant,Bastant,Bastant,Bastant,Bastant,Molt,14,Fins 30 dies
30126,3,4,5,4,Barcelona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Home,23,16-30 anys,No,Estudiant,6 dies,6,No,No,Surt de casa Per anar a passejar al gos,No,No,No,No,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Poc,Bastant,Bastant,Poc,Bastant,Bastant,Bastant,Poc,62,Més de 60 dies
30127,3,0.117264973291941,3,4,Tarragona,Municipi de més de 100.000 habitants,Resta,Dona,46,46-65 anys,Sí,Treballador/a amb contracte fixe,4 dies,4,Surt de casa Per anar a treballar,No,No,No,No,Surt de casa Per anar a cuidar una persona dependent,No,Surt de casa Per fer la compra per un familiar/conegut,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Poc,Bastant,Bastant,Molt,Bastant,Molt,Bastant,Molt,30,Fins 30 dies
30128,3,2.96820691382229,3,4,Barcelona,Municipi de més de 100.000 habitants,Resta,Dona,18,16-30 anys,No,Estudiant,No he sortit cap dia,0,No,No,No,No,No,No,No,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Poc,Poc,Poc,Poc,Poc,Poc,Poc,Bastant,30,Fins 30 dies
30129,3,0.069420295980398,3,4,Tarragona,Municipi d’entre 5.001 i 10.000 habitants,Amposta,Dona,29,16-30 anys,No,Treballador/a amb contracte temporal,No he sortit cap dia,0,No,No,No,No,No,No,No,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Poc,Bastant,Bastant,Molt,Molt,Molt,Molt,Molt,55,46-60 dies
30131,3,0.264458270401517,3,4,Tarragona,Municipi d’entre 5.001 i 10.000 habitants,Resta,Dona,34,31-45 anys,Sí,Treballador/a amb contracte fixe,2 dies,2,No,Surt de casa Per anar a comprar coses bàsiques,No,No,No,No,Surt de casa Per una visita o tractament mèdic,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Bastant,Bastant,Bastant,Bastant,Bastant,Poc,Bastant,Bastant,20,Fins 30 dies
30132,3,1.89979665332176,3,4,Girona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Dona,28,16-30 anys,No,Aturat/da,4 dies,4,No,Surt de casa Per anar a comprar coses bàsiques,No,Surt de casa Per anar a comprar tabac,No,No,No,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Gens,Gens,Gens,Molt,Molt,Molt,Molt,Molt,30,Fins 30 dies
30133,3,0.91035306114585,3,4,Lleida,Municipi d’entre 1.000 i 5.000 habitants,Resta,Dona,53,46-65 anys,No,Treballador/a amb contracte temporal,No he sortit cap dia,0,No,No,No,No,No,No,No,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Bastant,Bastant,Bastant,Molt,Poc,Bastant,Bastant,Molt,30,Fins 30 dies
30134,3,2.21037651736875,3,4,Girona,Municipi d’entre 1.000 i 5.000 habitants,Resta,Dona,55,46-65 anys,Sí,Jubilat/da o pensionista,2 dies,2,No,Surt de casa Per anar a comprar coses bàsiques,No,No,No,No,No,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Bastant,Molt,Molt,Molt,Molt,Molt,Molt,Molt,30,Fins 30 dies
30135,3,0.264458270401517,3,4,Tarragona,Municipi d’entre 5.001 i 10.000 habitants,Resta,Dona,35,31-45 anys,No,Treballador/a amb contracte fixe,Cada dia (els 7 dies),7,Surt de casa Per anar a treballar,No,No,No,No,No,No,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Bastant,Bastant,Bastant,Bastant,Poc,Bastant,Bastant,Bastant,60,46-60 dies
30136,3,0.229014804500527,3,4,Tarragona,Municipi d’entre 1.000 i 5.000 habitants,Resta,Home,45,31-45 anys,Sí,Funcionari/ària,1 dia,1,Surt de casa Per anar a treballar,No,No,No,No,No,No,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Bastant,Bastant,Poc,Bastant,Bastant,Bastant,Poc,Bastant,25,Fins 30 dies
30137,3,0.346945990451328,3,4,Lleida,Municipi de més de 100.000 habitants,Resta,Dona,44,31-45 anys,Sí,Treballador/a amb contracte fixe,No he sortit cap dia,0,No,No,No,No,No,No,No,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Poc,Poc,Poc,Bastant,Molt,Molt,Molt,Molt,30,Fins 30 dies
30138,3,0.030782055489135,3,4,Tarragona,Municipi d’entre 10.001 i 100.000 habitants,Amposta,Dona,39,31-45 anys,No,Treballador/a amb contracte fixe,5 dies,5,Surt de casa Per anar a treballar,Surt de casa Per anar a comprar coses bàsiques,No,No,No,No,No,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Bastant,Molt,Bastant,Molt,Bastant,Molt,Molt,Molt,45,31-45 dies
30139,3,0.047272647084015,3,4,Lleida,Municipi d’entre 1.000 i 5.000 habitants,Torrefarrera,Home,42,31-45 anys,Sí,Treballador/a amb contracte fixe,5 dies,5,Surt de casa Per anar a treballar,No,No,No,No,No,No,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Poc,Bastant,Bastant,Molt,Bastant,Bastant,Bastant,Molt,20,Fins 30 dies
30140,3,0.117264973291941,3,4,Tarragona,Municipi d’entre 1.000 i 5.000 habitants,Resta,Dona,41,31-45 anys,Sí,Treballador/a amb contracte temporal,5 dies,5,Surt de casa Per anar a treballar,No,No,No,No,No,No,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Poc,Bastant,Poc,Bastant,Gens,Gens,Poc,Bastant,40,31-45 dies
30141,3,4,3,4,Barcelona,Municipi de més de 100.000 habitants,Resta,Home,34,31-45 anys,No,Treballador/a amb contracte fixe,No he sortit cap dia,0,No,No,No,No,No,No,No,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Gens,Bastant,Poc,Poc,Bastant,Bastant,Bastant,Molt,20,Fins 30 dies
30142,3,0.117264973291941,3,4,Tarragona,Municipi d’entre 5.001 i 10.000 habitants,Resta,Dona,39,31-45 anys,Sí,Treballador/a amb contracte temporal,1 dia,1,No,Surt de casa Per anar a comprar coses bàsiques,No,No,No,No,No,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Poc,Bastant,Poc,Poc,Poc,Poc,Gens,Bastant,30,Fins 30 dies
30143,3,0.264458270401517,3,4,Tarragona,Municipi de més de 100.000 habitants,Resta,Dona,28,16-30 anys,No,Treballador/a amb contracte fixe,No he sortit cap dia,0,No,No,No,No,No,No,No,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Gens,Poc,Bastant,Bastant,Poc,Bastant,Poc,Molt,10,Fins 30 dies
30144,3,0.117264973291941,3,4,Tarragona,Municipi de menys de 1.000 habitants,Resta,Dona,45,31-45 anys,Sí,Funcionari/ària,No he sortit cap dia,0,No,No,No,No,No,No,No,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Poc,Bastant,Bastant,Bastant,Gens,Gens,Poc,Bastant,30,Fins 30 dies
30145,3,1.31614981806343,3,4,Barcelona,Municipi d’entre 1.000 i 5.000 habitants,Resta,Dona,46,46-65 anys,Sí,Treballador/a amb contracte fixe,Cada dia (els 7 dies),7,Surt de casa Per anar a treballar,No,No,No,No,No,No,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Bastant,Bastant,Bastant,Poc,Bastant,Bastant,Poc,Poc,90,Més de 60 dies
30146,3,2.70055526868715,3,4,Barcelona,Municipi de més de 100.000 habitants,Resta,Home,54,46-65 anys,Sí,Funcionari/ària,5 dies,5,Surt de casa Per anar a treballar,No,No,No,No,No,No,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Bastant,Molt,Molt,Bastant,Bastant,Bastant,Bastant,Molt,30,Fins 30 dies
30147,3,0.307692062567534,3,4,Tarragona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Dona,57,46-65 anys,Sí,Autònom/a,4 dies,4,No,Surt de casa Per anar a comprar coses bàsiques,No,No,No,No,No,No,No,0,Altres motius per sortir de casa,0,,,,,,,,,,,,,,,,,,,,,Poc,Bastant,Bastant,Molt,Molt,Poc,Bastant,Molt,30,Fins 30 dies
30148,3,0.842399836744214,3,4,Girona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Dona,38,31-45 anys,Sí,Funcionari/ària,3 dies,3,Surt de casa Per anar a treballar,Surt de casa Per anar a comprar coses bàsiques,No,No,No,No,Surt de casa Per una visita o tractament mèdic,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Molt,Poc,Molt,Molt,Molt,Poc,Poc,Molt,30,Fins 30 dies
30149,3,0.307692062567534,3,4,Tarragona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Dona,54,46-65 anys,Sí,Aturat/da,2 dies,2,No,No,No,No,No,Surt de casa Per anar a cuidar una persona dependent,No,Surt de casa Per fer la compra per un familiar/conegut,No,0,Altres motius per sortir de casa,0,,,,,,,,,,,,,,,,,,,,,Bastant,Molt,Bastant,Molt,Molt,Bastant,Bastant,Molt,60,46-60 dies
30150,3,0.024205534265946,3,4,Lleida,Municipi d’entre 5.001 i 10.000 habitants,Torrefarrera,Dona,39,31-45 anys,Sí,Autònom/a,No he sortit cap dia,0,No,No,No,No,No,No,No,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Molt,Molt,Molt,Molt,Molt,Molt,Molt,Molt,45,31-45 dies
30151,3,0.346945990451328,3,4,Lleida,Municipi de menys de 1.000 habitants,Resta,Dona,37,31-45 anys,Sí,Tasques domèstiques no remunerades,No he sortit cap dia,0,No,No,No,No,No,No,No,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Bastant,Bastant,Bastant,Molt,Poc,Poc,Bastant,Molt,35,31-45 dies
30152,3,2.70055526868715,3,4,Barcelona,Municipi de més de 100.000 habitants,Resta,Home,61,46-65 anys,Sí,Treballador/a amb contracte fixe,1 dia,1,No,Surt de casa Per anar a comprar coses bàsiques,No,No,No,No,No,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Poc,Bastant,Molt,Molt,Poc,Poc,Bastant,Molt,20,Fins 30 dies
30153,3,0.030782055489135,3,4,Tarragona,Municipi d’entre 10.001 i 100.000 habitants,Amposta,Dona,38,31-45 anys,Sí,Autònom/a,5 dies,5,Surt de casa Per anar a treballar,Surt de casa Per anar a comprar coses bàsiques,No,No,Surt de casa Per anar comprar premsa,No,No,Surt de casa Per fer la compra per un familiar/conegut,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Poc,Bastant,Poc,Bastant,Molt,Bastant,Bastant,Bastant,30,Fins 30 dies
30154,3,2.57039919777916,3,4,Barcelona,Municipi d’entre 5.001 i 10.000 habitants,Resta,Home,41,31-45 anys,No,Funcionari/ària,Cada dia (els 7 dies),7,No,Surt de casa Per anar a comprar coses bàsiques,Surt de casa Per anar a passejar al gos,No,No,No,No,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Bastant,Molt,Molt,Molt,Bastant,Molt,Molt,Molt,30,Fins 30 dies
30155,3,2.70055526868715,3,4,Barcelona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Home,66,+65 anys,Sí,Jubilat/da o pensionista,1 dia,1,No,Surt de casa Per anar a comprar coses bàsiques,No,No,No,No,No,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Poc,Bastant,Poc,Poc,Bastant,Bastant,Bastant,Bastant,15,Fins 30 dies
30156,3,0.240611317275392,3,4,Tarragona,Municipi d’entre 1.000 i 5.000 habitants,Resta,Home,52,46-65 anys,No,Treballador/a amb contracte fixe,1 dia,1,No,Surt de casa Per anar a comprar coses bàsiques,No,No,No,No,No,Surt de casa Per fer la compra per un familiar/conegut,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Poc,Molt,Bastant,Bastant,Bastant,Bastant,Bastant,Molt,15,Fins 30 dies
30157,3,0.049666369433131,3,4,Lleida,Municipi d’entre 1.000 i 5.000 habitants,Torrefarrera,Home,69,+65 anys,No,Jubilat/da o pensionista,No he sortit cap dia,0,No,No,No,No,No,No,No,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Bastant,Molt,Bastant,Bastant,Poc,Bastant,Bastant,Bastant,30,Fins 30 dies
30158,3,2.57039919777916,3,4,Barcelona,Municipi de més de 100.000 habitants,Resta,Home,37,31-45 anys,No,Funcionari/ària,4 dies,4,Surt de casa Per anar a treballar,No,No,No,No,No,No,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Poc,Bastant,Bastant,Bastant,Bastant,Bastant,Bastant,Bastant,20,Fins 30 dies
30159,3,0.030782055489135,3,4,Tarragona,Municipi d’entre 10.001 i 100.000 habitants,Amposta,Dona,39,31-45 anys,Sí,Treballador/a amb contracte fixe,3 dies,3,No,Surt de casa Per anar a comprar coses bàsiques,No,Surt de casa Per anar a comprar tabac,No,No,No,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Bastant,Bastant,Bastant,Molt,Molt,Molt,Molt,Molt,20,Fins 30 dies
30160,3,0.444323579632942,3,4,Tarragona,Municipi de més de 100.000 habitants,Resta,Home,26,16-30 anys,No,Treballador/a amb contracte fixe,1 dia,1,No,No,No,No,No,No,Surt de casa Per una visita o tractament mèdic,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Poc,Bastant,Poc,Poc,Poc,Bastant,Poc,Gens,28,Fins 30 dies
30161,3,1.31614981806343,3,4,Barcelona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Dona,47,46-65 anys,Sí,Treballador/a amb contracte fixe,1 dia,1,No,Surt de casa Per anar a comprar coses bàsiques,No,No,No,No,No,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Poc,Bastant,Bastant,,Bastant,Molt,Bastant,Molt,20,Fins 30 dies
30162,3,2.70055526868715,3,4,Barcelona,Municipi de més de 100.000 habitants,Resta,Home,54,46-65 anys,No,Autònom/a,3 dies,3,No,Surt de casa Per anar a comprar coses bàsiques,No,No,No,No,No,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Poc,Poc,Poc,Poc,Bastant,Bastant,Poc,Bastant,40,31-45 dies
30163,3,2.57039919777916,3,4,Barcelona,Municipi de més de 100.000 habitants,Resta,Home,39,31-45 anys,Sí,Autònom/a,Cada dia (els 7 dies),7,No,Surt de casa Per anar a comprar coses bàsiques,Surt de casa Per anar a passejar al gos,No,Surt de casa Per anar comprar premsa,No,No,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Bastant,Bastant,Bastant,Bastant,Molt,Molt,Bastant,Bastant,30,Fins 30 dies
30164,3,0.063513004393016,3,4,Lleida,Municipi d’entre 1.000 i 5.000 habitants,Torrefarrera,Dona,61,46-65 anys,No,Jubilat/da o pensionista,2 dies,2,No,Surt de casa Per anar a comprar coses bàsiques,No,Surt de casa Per anar a comprar tabac,No,No,Surt de casa Per una visita o tractament mèdic,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Bastant,Molt,Bastant,Bastant,Poc,Bastant,Bastant,Molt,40,31-45 dies
30166,3,2.96820691382229,3,4,Barcelona,Municipi d’entre 5.001 i 10.000 habitants,Resta,Dona,19,16-30 anys,No,Estudiant,1 dia,1,No,Surt de casa Per anar a comprar coses bàsiques,No,No,No,No,No,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Gens,Molt,Molt,Molt,Molt,Molt,Molt,Molt,30,Fins 30 dies
30167,3,0.240611317275392,3,4,Tarragona,Municipi d’entre 5.001 i 10.000 habitants,Resta,Home,57,46-65 anys,Sí,Jubilat/da o pensionista,No he sortit cap dia,0,No,No,No,No,No,No,No,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Poc,Bastant,Bastant,Bastant,Bastant,Bastant,Bastant,Molt,30,Fins 30 dies
30168,3,0.080769166423978,3,4,Tarragona,Municipi d’entre 10.001 i 100.000 habitants,Amposta,Dona,71,+65 anys,No,Autònom/a,1 dia,1,No,No,No,No,No,No,No,No,No,0,Altres motius per sortir de casa,0,,,,,,,,,,,,,,,,,,,,,Gens,Poc,Poc,Bastant,Bastant,Bastant,Bastant,Molt,35,31-45 dies
30169,3,3.45345110990317,3,4,Barcelona,Municipi d’entre 5.001 i 10.000 habitants,Resta,Dona,67,+65 anys,No,NS/NC,3 dies,3,No,Surt de casa Per anar a comprar coses bàsiques,No,No,No,No,No,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ns/Nc
30170,3,4,3,4,Barcelona,Municipi de més de 100.000 habitants,Resta,Home,22,16-30 anys,No,Estudiant,No he sortit cap dia,0,No,No,No,No,No,No,No,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Bastant,Bastant,Poc,Poc,Gens,Molt,Poc,Poc,20,Fins 30 dies
30171,3,0.240611317275392,3,4,Tarragona,Municipi de més de 100.000 habitants,Resta,Home,64,46-65 anys,Sí,Jubilat/da o pensionista,4 dies,4,No,Surt de casa Per anar a comprar coses bàsiques,No,No,No,No,No,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Bastant,Molt,Bastant,Bastant,Bastant,Molt,Bastant,Molt,30,Fins 30 dies
30172,3,0.229014804500527,3,4,Tarragona,Municipi de més de 100.000 habitants,Resta,Home,43,31-45 anys,Sí,Jubilat/da o pensionista,No he sortit cap dia,0,No,No,No,No,No,No,No,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Gens,Poc,Poc,Gens,Gens,Gens,Poc,Gens,30,Fins 30 dies
30173,3,1.31614981806343,3,4,Barcelona,Municipi de més de 100.000 habitants,Resta,Dona,41,31-45 anys,Sí,Treballador/a amb contracte fixe,No he sortit cap dia,0,No,No,No,No,No,No,No,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Poc,Molt,Bastant,Bastant,Poc,Bastant,Molt,Molt,45,31-45 dies
30174,3,0.117264973291941,3,4,Tarragona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Dona,38,31-45 anys,No,Treballador/a amb contracte temporal,1 dia,1,No,Surt de casa Per anar a comprar coses bàsiques,No,No,No,No,No,No,No,0,0,0,,,,,,,,,,,,,,,,,,,,,Poc,Bastant,Poc,Bastant,Bastant,Bastant,Bastant,Molt,27,Fins 30 dies
